STATION,DATE,FT NAVD88,M NAVD88,FLOODCLASS,STORMNAME,TYPE,STATIONLAT,STATIONLONG,REGION,YEAR,DOWNSTREAM KM
SEWELLS,8/26/19,4.94,1.02,MODERATE,,NT,36.946667,-76.33,COASTAL,2019,532
SEWELLS,9/6/19,5.87,1.3,FLOOD,DORIAN,AH,36.946667,-76.33,COASTAL,2019,532
SEWELLS,9/19/19,4.57,0.9,FLOOD,HUMBERTO,BY,36.946667,-76.33,COASTAL,2019,532
CARTERSVILLE,2/4/20,20.2,6.44,FLOOD,,NT,37.670833,-78.086111,PIEDMONT,2020,291
RICHLOCKS,2/5/20,15.7,4.79,FLOOD,,NT,37.525,-77.421111,PIEDMONT,2020,367.3
LICKRUN,2/7/20,13.04,3.97,ACTION,,NT,37.773611,-79.784444,MOUNTAIN,2020,0
BUCHANAN,2/7/20,17.39,5.3,FLOOD,,NT,37.530556,-79.679167,MOUNTAIN,2020,57.7
RICHWEST,2/9/20,13.53,4.44,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHLOCKS,2/9/20,8.34,2.54,FLOOD,,NT,37.525,-77.421111,PIEDMONT,2020,367.3
HOLCOMBROCK,4/14/20,18.91,5.76,ACTION,,NT,37.501111,-79.262778,PIEDMONT,2020,112.3
RICHWEST,4/14/20,14.6,4.76,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHLOCKS,4/15/20,10.33,3.15,FLOOD,,NT,37.525,-77.421111,PIEDMONT,2020,367.3
RICHWEST,5/2/20,13.55,4.44,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHLOCKS,5/2/20,8.91,2.72,FLOOD,,NT,37.525,-77.421111,PIEDMONT,2020,367.3
RICHWEST,5/23/20,14.15,4.63,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHWEST,6/20/20,12.45,4.11,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHWEST,9/1/20,12.07,3.99,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHWEST,10/31/20,15.05,4.9,MODERATE,ZETA,GH,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHLOCKS,10/31/20,11.36,3.46,FLOOD,ZETA,GH,37.525,-77.421111,PIEDMONT,2020,367.3
BUCHANAN,11/13/20,13.79,4.2,ACTION,ETA,GH,37.530556,-79.679167,MOUNTAIN,2020,57.7
CARTERSVILLE,11/13/20,24.12,7.63,MODERATE,ETA,GH,37.670833,-78.086111,PIEDMONT,2020,291
RICHWEST,11/14/20,18.33,5.9,MODERATE,ETA,GH,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHLOCKS,11/14/20,16.96,5.17,FLOOD,ETA,GH,37.525,-77.421111,PIEDMONT,2020,367.3
RICHWEST,12/1/20,13.22,4.34,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHLOCKS,12/1/20,8.22,2.51,FLOOD,,NT,37.525,-77.421111,PIEDMONT,2020,367.3
RICHWEST,12/6/20,12.75,4.2,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHWEST,12/26/20,14.02,4.59,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2020,354.6
RICHLOCKS,12/26/20,9.16,2.79,FLOOD,,NT,37.525,-77.421111,PIEDMONT,2020,367.3
RICHWEST,2/17/21,13.13,4.32,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2021,354.6
RICHLOCKS,2/17/21,8.44,2.57,FLOOD,,NT,37.525,-77.421111,PIEDMONT,2021,367.3
RICHWEST,3/2/21,12.55,4.14,FLOOD,,NT,37.563056,-77.547222,PIEDMONT,2021,354.6
RICHWEST,01/27/2020 (P),9.82,3.31,ACTION,,NT,37.563056,-77.547222,PIEDMONT,,354.6
JAMESTOWN,03/19/2021 (P),4.21,0.91,FLOOD,,NT,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,03/19/2021 (P),4.6,0.91,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
FTMONROE,03/19/2021 (P),4.51,0.85,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
SEWELLS,03/25/2020 (P),4.5,0.88,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
JAMESTOWN,04/01/2020 (P),4.93,1.13,MODERATE,,NT,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,04/01/2020 (P),5.45,1.17,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
FTMONROE,04/01/2020 (P),5.4,1.13,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
SEWELLS,04/09/2020 (P),4.56,0.9,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
FTMONROE,04/09/2020 (P),4.58,0.88,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
JAMESTOWN,04/13/2021 (P),4.08,0.87,FLOOD,,NT,37.220139,-76.791453,COASTAL,,469.3
BUCHANAN,04/14/2020 (P),17.14,5.22,FLOOD,,NT,37.530556,-79.679167,MOUNTAIN,,57.7
JAMESTOWN,05/05/2016 (P),4.66,1.05,MODERATE,,NT,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,05/06/2020 (P),4.53,0.89,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
FTMONROE,05/06/2020 (P),4.51,0.85,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
JAMESTOWN,05/19/2020 (P),4.78,1.08,MODERATE,ARTHUR,AH,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,05/19/2020 (P),4.94,1.02,FLOOD,ARTHUR,AH,36.946667,-76.33,COASTAL,,532
FTMONROE,05/19/2020 (P),4.84,0.96,FLOOD,ARTHUR,AH,37.001944,-76.315,COASTAL,,538.5
BUCHANAN,05/22/2020 (P),19.56,5.96,FLOOD,,NT,37.530556,-79.679167,MOUNTAIN,,57.7
JAMESTOWN,06/16/2020 (P),4.4,0.97,FLOOD,,NT,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,06/16/2020 (P),4.56,0.9,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
LICKRUN,06/18/2020 (P),16.32,4.97,FLOOD,,NT,37.773611,-79.784444,MOUNTAIN,,0
BUCHANAN,06/18/2020 (P),19.21,5.86,FLOOD,,NT,37.530556,-79.679167,MOUNTAIN,,57.7
JAMESTOWN,08/15/2020 (P),4.5,1,FLOOD,,NT,37.220139,-76.791453,COASTAL,,469.3
JAMESTOWN,08/16/2020 (P),4.22,0.91,FLOOD,,NT,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,08/16/2020 (P),4.64,0.92,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
FTMONROE,08/16/2020 (P),4.61,0.89,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
JAMESTOWN,08/26/2019 (P),4.6,1.03,MODERATE,,NT,37.220139,-76.791453,COASTAL,,469.3
FTMONROE,08/26/2019 (P),4.9,0.97,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
JAMESTOWN,09/06/2019 (P),4.63,1.04,MODERATE,DORIAN,AH,37.220139,-76.791453,COASTAL,,469.3
FTMONROE,09/06/2019 (P),5.8,1.25,MODERATE,DORIAN,AH,37.001944,-76.315,COASTAL,,538.5
JAMESTOWN,09/19/2019 (P),4.09,0.87,FLOOD,HUMBERTO,BY,37.220139,-76.791453,COASTAL,,469.3
JAMESTOWN,09/21/2020 (P),4.43,0.98,FLOOD,,NT,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,09/21/2020 (P),5.1,1.06,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
FTMONROE,09/21/2020 (P),5.02,1.01,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
LICKRUN,09/28/2018 (P),17.19,5.24,FLOOD,,NT,37.773611,-79.784444,MOUNTAIN,,0
JAMESTOWN,10/11/2019 (P),4.89,1.12,MODERATE,MELISSA,BY,37.220139,-76.791453,COASTAL,,469.3
JAMESTOWN,10/11/2019 (P),4.67,1.05,MODERATE,MELISSA,BY,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,10/11/2019 (P),5.38,1.15,FLOOD,MELISSA,BY,36.946667,-76.33,COASTAL,,532
SEWELLS,10/11/2019 (P),5.33,1.13,FLOOD,MELISSA,BY,36.946667,-76.33,COASTAL,,532
FTMONROE,10/11/2019 (P),5.33,1.1,FLOOD,MELISSA,BY,37.001944,-76.315,COASTAL,,538.5
FTMONROE,10/11/2019 (P),5.24,1.08,FLOOD,MELISSA,BY,37.001944,-76.315,COASTAL,,538.5
JAMESTOWN,10/12/2019 (P),4.73,1.07,MODERATE,MELISSA,BY,37.220139,-76.791453,COASTAL,,469.3
JAMESTOWN,10/12/2019 (P),4.5,1,FLOOD,MELISSA,BY,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,10/12/2019 (P),5.23,1.1,FLOOD,MELISSA,BY,36.946667,-76.33,COASTAL,,532
FTMONROE,10/12/2019 (P),5.18,1.06,FLOOD,MELISSA,BY,37.001944,-76.315,COASTAL,,538.5
SEWELLS,10/17/2020 (P),4.65,0.93,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
FTMONROE,10/17/2020 (P),4.63,0.89,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
SEWELLS,10/28/2019 (P),4.6,0.91,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
FTMONROE,10/28/2019 (P),4.54,0.86,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
SCOTTSVILLE,10/30/2020 (P),16.36,4.99,ACTION,ZETA,GH,37.797222,-78.491667,PIEDMONT,,240.3
JAMESTOWN,10/31/2020 (P),4.21,0.91,FLOOD,ZETA,GH,37.220139,-76.791453,COASTAL,,469.3
SCOTTSVILLE,11/12/2020 (P),19.52,5.95,ACTION,,NT,37.797222,-78.491667,PIEDMONT,,240.3
JAMESTOWN,11/14/2020 (P),4.24,0.92,FLOOD,,NT,37.220139,-76.791453,COASTAL,,469.3
JAMESTOWN,11/17/2019 (P),4.58,1.02,MODERATE,,NT,37.220139,-76.791453,COASTAL,,469.3
SEWELLS,11/17/2019 (P),5.35,1.14,FLOOD,,NT,36.946667,-76.33,COASTAL,,532
FTMONROE,11/17/2019 (P),5.22,1.07,FLOOD,,NT,37.001944,-76.315,COASTAL,,538.5
SCOTTSVILLE,12/01/2020 (P),14.64,4.46,ACTION,,NT,37.797222,-78.491667,PIEDMONT,,240.3
SCOTTSVILLE,12/05/2020 (P),12.62,3.85,ACTION,,NT,37.797222,-78.491667,PIEDMONT,,240.3
SCOTTSVILLE,12/25/2020 (P),12.65,3.86,ACTION,,NT,37.797222,-78.491667,,,240.3
